;0;1;2;3;4;5;6
hf;0,24593138671054265;0,2958602182658467;0,3008612166571509;0,2878834819133195;0,2981215492399066;0,2901012217528472;0,2963272549061588
hf;0,2436966695099605;0,2942746229844085;0,281761896762665;0,27354267200103466;0,3033960841042219;0,3018000916711541;0,3201451605681651
hf;0,2507668067352892;0,29363456355421785;0,2989393444522795;0,280843859436591;0,275115710093388;0,30437648646215754;0,2989419619342493
hf;0,21525777440065869;0,27057620019440043;0,29038414477047764;0,29578273276254075;0,3168789908562829;0,2955557790824149;0,3177728076848309
hf;0,2449983441484213;0,30700353896851923;0,2771115785896786;0,2523554764742864;0,32155888795580256;0,3031873502792461;0,31118982506543685
hf;0,2522151286977612;0,2810961749578378;0,3350052253492957;0,3272091529109408;0,31245727556762104;0,2772411996113303;0,2936575284851547
hf;0,23611486975756746;0,28012801461099085;0,3107270187440553;0,2977528143209192;0,2631030117653575;0,27699842076862663;0,2760244840055359
hf;0,2621399418777857;0,2785202298257857;0,3210945693905125;0,2983381848920759;0,31009315086865763;0,3010780551273093;0,3032981822398175
hf;0,2385725376971916;0,30300301567469184;0,28634749791534164;0,27764900284916066;0,31178382590299114;0,29893228202793193;0,2822846309485417
hf;0,2600465387512125;0,3249001949684541;0,32273158876835395;0,3206667201151571;0,3224405550532045;0,30644014290694754;0,2997877566746893
hf;0,2271609966946259;0,2850048868613083;0,291717713798656;0,3459666383546812;0,2934508956580797;0,2979087191879718;0,3095210564988091
hf;0,2805232111044915;0,2873016827470063;0,3192810661267408;0,27051677941827423;0,2853714267549393;0,27900475832692984;0,29938677810301695
hf;0,2381159876281073;0,2883766036710088;0,283792407075712;0,2651089246194013;0,2944871429468027;0,30768507368489184;0,30303114307798823
hf;0,2489977002999082;0,3042518251666909;0,2712286118079414;0,3083492028883055;0,31051159545666746;0,315454688158442;0,3103165181783948
hf;0,21805369179949247;0,3043171097832513;0,3261889120275306;0,2913788956855769;0,3053877129907673;0,3018410021385525;0,3071116803294909
hf;0,2388317998798936;0,3118627513440337;0,3020474109700035;0,3003723196785852;0,28505510374127657;0,30184113537408896;0,2894346614759321
hf;0,2407089126712588;0,28582305169380845;0,3101117695752565;0,27660259163718504;0,3034348838336919;0,309149506099339;0,28943068612120504
hf;0,22389433368547546;0,315211975514415;0,30608826263796235;0,2144946991687362;0,2877941872205237;0,315794743973209;0,3028685664433501
hf;0,2309978402002574;0,2987565674260449;0,3131161513613401;0,30991401317550604;0,2670359292531401;0,2850268546043723;0,3105576450486924
hf;0,2338536637825657;0,29005062035655416;0,30917340427943263;0,2994577577706191;0,31421010205048594;0,30963482830818856;0,30642711803606704
